"Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","Satisfaction.Score","Card.Type","Point.Earned"
"Ch'en",738,"Spain","Male","38",5,177997.07,1,0,1,19233.41,0,5,"PLATINUM",799
"Royster",635,"Spain","Male","31",1,0,2,1,0,135382.23,0,5,"PLATINUM",510
"Parkin",658,"France","Male","32",8,0,1,1,1,80410.68,0,1,"GOLD",867
"Kozlova",687,"Spain","Female","36",5,0,1,1,0,17696.22,0,4,"SILVER",630
"Hu",650,"France","Male","37",9,0,2,1,0,17974.08,0,2,"SILVER",994
"Ma",720,"Spain","Male","21",2,123200.78,1,1,1,180712.28,0,2,"PLATINUM",291
"Coates",602,"France","Female","63",7,0,2,1,1,56323.21,0,4,"PLATINUM",649
"Burns",618,"Spain","Male","33",4,0,2,1,1,77550.18,0,1,"SILVER",273
"Gouger",803,"Germany","Male","41",9,137742.9,2,1,1,166957.82,0,5,"SILVER",567
"Ignatyev",793,"France","Female","63",9,116270.72,1,1,1,184243.25,0,3,"DIAMOND",236
"Douglas",616,"Germany","Male","41",10,113220.2,2,1,1,114072.91,0,3,"SILVER",596
"Fiorentino",550,"Spain","Male","51",5,0,2,1,0,153917.41,0,2,"SILVER",977
"Ignatiev",602,"France","Female","56",3,115895.22,3,1,0,4176.17,1,4,"PLATINUM",848
"Munz",452,"France","Female","60",6,121730.49,1,1,1,142963.29,0,3,"SILVER",449
"Paling",655,"Spain","Female","28",3,113811.85,2,0,1,76844.23,0,5,"PLATINUM",890
"Clark",510,"France","Female","26",6,136214.08,1,0,0,159742.33,0,2,"PLATINUM",853
"Akobundu",557,"France","Male","39",8,146200.01,1,1,0,177944.64,0,2,"GOLD",779
"Fanucci",676,"France","Male","37",10,106242.67,1,1,1,166678.28,0,5,"GOLD",560
"Hsiao",640,"France","Female","29",4,0,2,1,0,44904.26,0,3,"GOLD",758
"Clancy",529,"Spain","Male","31",6,0,1,1,0,10625.91,0,4,"DIAMOND",491
"Macdonald",559,"France","Male","45",8,24043.45,1,0,1,169781.45,1,5,"DIAMOND",851
"Palerma",689,"France","Female","58",5,0,2,0,1,49848.86,0,3,"SILVER",478
"Holden",626,"Germany","Male","39",10,132287.92,3,1,1,51467.92,1,5,"PLATINUM",880
"Moore",697,"Spain","Male","30",1,0,2,0,0,735.79,0,5,"SILVER",470
"Gallo",823,"France","Female","44",1,0,2,0,1,182495.7,0,2,"SILVER",639
"Otutodilinna",565,"Germany","Female","32",4,90322.99,2,0,1,118740.37,0,1,"DIAMOND",416
"Rios",631,"Spain","Male","23",3,0,2,1,0,13813.24,0,4,"GOLD",234
"McGregor",646,"France","Female","34",3,131283.11,1,0,0,130500.65,0,3,"SILVER",328
"Hill",676,"Spain","Male","48",1,131659.59,2,0,1,14152.15,0,5,"DIAMOND",438
"H?",850,"Spain","Female","54",4,120952.74,1,1,0,66963.15,0,5,"SILVER",396
"Ferrari",810,"France","Female","38",9,153166.17,1,1,1,93261.69,0,2,"DIAMOND",474
"Onyemauchechi",581,"Spain","Male","30",0,53291.86,1,0,0,196582.28,0,1,"PLATINUM",314
"Nkemakonam",718,"France","Female","35",2,167924.95,1,1,0,43024.64,0,2,"SILVER",317
"White",713,"France","Male","43",5,86394.14,1,1,1,130001.13,0,3,"SILVER",663
"Kirillov",672,"France","Female","50",1,0,1,1,0,12106.82,1,5,"GOLD",247
"Iadanza",781,"Spain","Male","33",3,0,2,1,1,42556.33,0,2,"GOLD",989
"Stiles",656,"Spain","Male","47",1,0,2,1,1,197961.93,0,5,"SILVER",402
"Ankudinov",583,"France","Female","31",4,158978.79,1,1,0,12538.92,0,4,"DIAMOND",862
"Gaffney",808,"Germany","Female","37",2,100431.84,1,1,0,35140.49,1,2,"DIAMOND",424
"Udinese",721,"Spain","Male","33",5,0,2,0,1,117626.9,0,1,"SILVER",300
"Romani",778,"Germany","Female","29",6,150358.97,1,1,0,62454.01,1,4,"DIAMOND",371
"Kambinachi",850,"Spain","Female","45",4,114347.85,2,1,1,109089.04,0,4,"SILVER",744
"Hawkins",693,"France","Female","39",4,0,2,0,1,142331.39,0,1,"PLATINUM",550
"Tsui",520,"France","Male","34",4,134007.9,1,1,1,193209.11,0,5,"PLATINUM",523
"Ifeatu",759,"Germany","Male","31",4,98899.91,1,1,1,47832.82,0,1,"DIAMOND",352
"McIntosh",637,"France","Male","60",3,0,2,1,1,70174.03,0,3,"PLATINUM",230
"Armit",755,"Germany","Male","40",2,137430.82,2,0,0,176768.59,0,1,"SILVER",399
"Fang",662,"France","Female","47",6,0,2,1,1,129392.75,0,4,"GOLD",629
"Chou",503,"France","Female","37",8,0,2,1,1,97893.32,0,1,"DIAMOND",564
"Okeke",599,"Germany","Male","39",2,188976.89,2,0,1,176142.09,0,3,"SILVER",729
"Ramsbotham",583,"Spain","Female","40",4,0,2,1,0,114093.73,0,2,"DIAMOND",423
"Scannell",764,"Spain","Female","48",1,75990.97,1,1,0,158323.81,1,2,"DIAMOND",298
"Edman",513,"France","Male","29",10,0,2,0,1,25514.77,0,5,"GOLD",536
"De Luca",730,"Spain","Male","62",5,112181.08,1,0,1,61513.87,0,4,"DIAMOND",916
"Vasilyeva",820,"Spain","Male","34",10,97208.46,1,1,1,59553.34,0,2,"GOLD",827
"Tuan",597,"Spain","Female","26",7,0,2,1,0,110253.2,0,4,"SILVER",235
"Ejimofor",637,"France","Male","32",5,0,1,0,0,148769.08,0,2,"GOLD",491
"Hs?",696,"France","Male","34",9,150856.79,1,0,1,8236.78,0,3,"GOLD",572
"Shaver",635,"Germany","Female","37",9,146748.07,1,0,1,11407.58,0,1,"SILVER",219
"Wallis",673,"Spain","Female","57",4,0,2,1,1,49684.09,0,1,"SILVER",428
"Coupp",662,"Spain","Male","33",3,0,2,0,1,68064.83,0,2,"GOLD",603
"Perry",683,"Spain","Male","41",0,148863.17,1,1,1,163911.32,0,2,"GOLD",295
"Bezrukova",850,"France","Male","55",6,0,1,1,0,944.41,1,1,"DIAMOND",583
"Lucciano",815,"Spain","Male","28",6,0,2,0,1,185547.71,0,2,"SILVER",276
"Ingram",671,"Spain","Male","34",10,153360.02,1,1,0,140509.86,0,4,"SILVER",761
"Lo Duca",601,"France","Female","40",3,92055.36,1,0,1,164652.02,1,5,"GOLD",543
"Wan",709,"Germany","Female","39",9,124723.92,1,1,0,73641.86,0,2,"SILVER",526
"Cohn",702,"Germany","Male","28",1,103033.83,1,1,1,40321.87,0,2,"PLATINUM",894
"Yen",558,"France","Male","40",6,0,2,1,0,173844.89,0,2,"PLATINUM",271
"Peng",691,"Spain","Male","40",1,0,2,1,1,145613.17,0,2,"DIAMOND",878
"Little",700,"France","Female","30",9,0,1,1,1,174971.64,0,4,"DIAMOND",894
"Meng",667,"France","Male","33",4,0,2,1,1,131834.75,0,5,"DIAMOND",835
"Adams",624,"Germany","Male","54",3,116726.22,1,1,0,110498.1,1,5,"PLATINUM",710
"Hill",580,"France","Female","23",5,113923.81,2,0,0,196241.43,0,4,"PLATINUM",590
"Boyle",571,"Spain","Female","31",3,0,2,1,1,194667.92,0,2,"PLATINUM",492
"Pagnotto",561,"France","Male","37",5,0,2,1,0,83093.25,0,5,"PLATINUM",650
"Feng",529,"France","Male","28",9,0,2,1,1,52545.24,0,2,"GOLD",572
"Endrizzi",670,"France","Male","36",7,0,2,0,0,59571.5,0,2,"DIAMOND",871
"Shen",666,"Germany","Female","21",1,121827.43,2,1,1,99818.31,0,2,"DIAMOND",516
"Lay",628,"Spain","Male","42",7,0,2,0,1,172967.87,0,2,"SILVER",283
"Wu",577,"France","Male","60",10,125389.7,2,1,1,178616.73,0,2,"GOLD",309
"Shephard",652,"Spain","Female","38",1,103895.31,1,0,1,159649.44,0,3,"SILVER",607
"Schmidt",678,"France","Male","26",5,111128.04,1,1,0,60941.27,1,5,"SILVER",292
"Davidson",692,"Spain","Female","49",9,0,2,1,0,178342.63,0,1,"PLATINUM",373
"Lamb",675,"Spain","Male","32",10,0,2,1,0,191545.65,0,3,"GOLD",610
"Hussey",712,"Spain","Male","52",9,0,1,1,1,117977.45,1,1,"GOLD",294
"Ferrari",639,"Germany","Female","37",5,151242.48,1,0,1,49637.65,0,3,"GOLD",776
"Macfarlan",618,"France","Male","48",7,0,1,1,0,13921.82,1,3,"PLATINUM",777
"Szabados",554,"France","Male","39",2,129709.62,1,1,0,173197.12,0,1,"PLATINUM",313
"Yuan",533,"France","Male","47",9,83347.25,1,1,1,137696.25,0,5,"PLATINUM",418
"Matveyev",540,"Spain","Female","28",6,84121.04,1,0,1,80698.54,0,3,"SILVER",939
"Cheng",704,"Spain","Male","33",3,0,2,1,0,73018.74,0,4,"GOLD",697
"Palerma",678,"France","Male","43",5,102338.19,1,1,1,79649.62,0,3,"PLATINUM",859
"Wang",712,"France","Female","29",3,87375.78,2,0,0,166194.53,0,2,"SILVER",584
"Teng",651,"France","Male","44",2,0,3,1,0,102530.35,1,2,"GOLD",992
"K'ung",789,"Germany","Male","51",3,104677.09,1,1,0,74265.38,0,1,"DIAMOND",759
"Sinclair",775,"Germany","Male","32",8,121669.23,1,0,1,125898.39,0,3,"SILVER",541
"McKelvey",564,"Germany","Male","40",7,108407.34,1,1,1,83681.2,0,1,"SILVER",370
"Yuan",841,"Germany","Female","33",7,154969.79,2,1,1,99505.75,0,3,"PLATINUM",907
"Moran",850,"Spain","Male","39",0,141829.67,1,1,1,92748.16,0,3,"DIAMOND",520
"McConnell",637,"France","Female","63",5,0,1,1,0,28092.77,1,1,"PLATINUM",252
"Iheatu",500,"France","Male","45",2,109162.82,1,1,1,126145.08,0,5,"PLATINUM",277
"Giordano",655,"France","Male","44",8,87471.63,1,0,1,188593.98,0,4,"SILVER",712
"Alexander",666,"France","Female","33",2,147229.65,1,1,1,56410.17,0,3,"SILVER",509
"Gordon",658,"France","Female","24",2,0,2,1,1,84694.49,0,3,"PLATINUM",698
"Tang",749,"Germany","Male","66",6,182532.23,2,1,1,195429.92,0,2,"GOLD",283
"T'an",654,"France","Male","32",6,0,2,1,1,137898.57,0,5,"SILVER",311
"Davies",623,"France","Female","39",1,160903.2,1,0,0,78774.36,0,5,"PLATINUM",633
"Sanders",761,"France","Female","33",6,138053.79,2,1,0,148779.41,0,1,"PLATINUM",985
"Winifred",627,"France","Male","44",6,153548.12,1,0,0,35300.08,1,2,"DIAMOND",740
"Holmes",757,"Germany","Male","31",8,149085.9,2,1,1,197077.36,0,2,"SILVER",376
"Riddle",695,"Germany","Female","53",8,95231.91,1,0,0,70140.8,1,4,"SILVER",402
"Chinedum",726,"France","Male","34",3,0,2,1,0,196288.46,0,3,"PLATINUM",544
"Aleksandrova",587,"Spain","Male","41",8,85109.21,1,1,0,1557.82,0,4,"GOLD",318
"Conti",605,"Germany","Female","43",8,125338.8,2,1,0,23970.13,0,2,"SILVER",998
"Watson",850,"Spain","Male","62",5,0,2,1,1,180243.56,0,5,"GOLD",324
"Davison",850,"France","Female","38",0,106831.69,1,0,1,148977.72,0,1,"SILVER",658
"Cook",751,"France","Male","29",3,159597.45,1,1,0,39934.41,0,5,"PLATINUM",791
"Udinesi",627,"Germany","Female","37",7,147361.57,1,1,1,133031.96,0,1,"DIAMOND",916
"Siciliani",736,"France","Male","43",4,176134.54,1,1,1,52856.88,0,2,"GOLD",266
"Bell",652,"France","Female","74",5,0,2,1,1,937.15,0,5,"GOLD",286
"Jackson",627,"France","Female","35",7,0,2,0,1,193022.44,0,1,"GOLD",978
"Onyemere",636,"France","Male","34",1,84055.43,1,0,0,37490.84,0,2,"DIAMOND",934
"McClemans",775,"France","Male","60",7,0,2,1,1,111558.7,0,1,"SILVER",830
"Ma",850,"Spain","Female","45",5,174088.3,4,1,0,5669.31,1,1,"GOLD",240
"Morrison",850,"Spain","Male","34",8,199229.14,1,0,0,68106.29,0,3,"SILVER",850
"Chambers",516,"France","Male","37",8,0,1,1,0,101834.58,0,3,"PLATINUM",703
"Basedow",513,"Spain","Female","42",10,0,2,0,1,73151.25,0,5,"DIAMOND",809
"Nwora",673,"Germany","Female","69",3,78833.15,2,1,1,37196.15,0,1,"SILVER",795
"Howey",564,"France","Female","27",6,0,1,0,0,7819.76,0,5,"PLATINUM",602
"Pai",636,"France","Female","35",2,0,2,1,1,23129.46,0,5,"DIAMOND",798
"Ni",712,"France","Male","29",3,102540.61,1,1,1,189680.79,0,1,"PLATINUM",415
"Forbes",568,"France","Male","51",4,0,3,1,1,66586.56,0,2,"SILVER",573
"Baryshnikov",741,"Spain","Male","43",0,0,2,1,1,2920.63,1,1,"SILVER",242
"Kramer",754,"Germany","Female","39",8,129401.87,1,1,1,87684.93,0,2,"GOLD",591
"Sochima",709,"France","Female","32",7,0,2,1,1,199418.02,0,5,"GOLD",529
"Marchesi",510,"France","Female","32",1,0,2,0,1,28515.17,0,4,"SILVER",523
"Todd",716,"Spain","Male","33",2,0,2,1,1,92916.53,0,1,"PLATINUM",531
"Mai",607,"Germany","Male","36",10,106702.94,2,0,0,198313.69,0,1,"SILVER",519
"Pinto",656,"Spain","Male","26",4,139584.57,1,1,0,36308.93,0,4,"SILVER",641
"Reynolds",550,"Germany","Male","52",5,121016.23,1,1,1,41730.37,1,3,"DIAMOND",592
"Sal",486,"France","Male","26",2,0,2,1,1,31399.4,0,4,"PLATINUM",551
"Miller",598,"Germany","Male","59",8,118210.42,2,0,0,60192.14,1,4,"DIAMOND",622
"Scott",675,"Spain","Male","35",8,0,2,1,0,29062.25,0,2,"PLATINUM",329
"Herrin",755,"France","Female","29",4,148654.84,2,1,1,28805.09,0,1,"GOLD",519
"Stevenson",656,"Spain","Male","32",5,136963.12,1,1,0,133814.28,0,1,"GOLD",995
"McKenzie",644,"Germany","Male","47",9,137774.11,2,1,0,151902.78,0,5,"SILVER",499
"Gardiner",598,"France","Female","32",4,111156.52,1,1,1,167376.26,0,1,"SILVER",219
"Atkinson",850,"Spain","Female","31",3,121237.65,1,1,1,31022.56,0,3,"PLATINUM",610
"Onyemauchechi",679,"France","Male","36",1,97234.58,1,1,0,188997.08,0,1,"DIAMOND",597
"Ross",632,"France","Male","60",2,0,2,0,1,2085.32,0,4,"SILVER",350
"Newland",550,"Spain","Male","45",0,0,2,0,1,70399.71,0,1,"SILVER",733
"Hu",572,"Germany","Female","54",9,97382.53,1,1,1,195771.95,0,3,"GOLD",316
"Sanders",626,"Germany","Female","47",2,103108.8,1,0,1,166475.44,1,3,"GOLD",279
"Tsui",625,"Spain","Female","57",7,0,1,0,0,84106.17,1,1,"SILVER",674
"Marino",515,"France","Female","58",2,131852.81,1,1,0,81436.68,1,1,"SILVER",929
"Akobundu",612,"Spain","Male","35",1,0,1,1,1,83256.26,1,1,"SILVER",298
"Morrison",628,"Spain","Female","39",8,107553.33,1,1,0,117523.41,0,4,"DIAMOND",256
"Mai",529,"Spain","Female","43",5,0,2,0,0,79476.63,0,4,"GOLD",400
"Hs?eh",668,"Germany","Female","46",7,161806.09,1,1,1,173052.19,0,4,"GOLD",794
"Wright",526,"France","Male","30",9,0,2,0,0,100995.68,0,1,"PLATINUM",518
"Demaine",791,"France","Female","52",7,0,1,1,1,122782.5,0,2,"DIAMOND",450
"Chien",573,"France","Male","27",2,128243.03,1,1,1,11631.34,0,2,"DIAMOND",383
"Dickinson",565,"France","Female","38",5,126645.13,1,1,1,168303.55,0,1,"DIAMOND",366
"Kazantseva",604,"France","Female","47",8,62094.71,3,0,0,9308.1,1,5,"PLATINUM",430
"Marchesi",656,"France","Male","37",7,112291.34,1,1,0,153157.97,0,5,"SILVER",722
"Pan",447,"France","Female","44",5,89188.83,1,1,1,75408.24,0,1,"PLATINUM",909
"Harewood",682,"France","Male","55",9,0,1,1,0,153356.8,1,5,"DIAMOND",294
"Kao",437,"Spain","Male","28",2,109161.25,1,1,0,152987.42,0,1,"GOLD",811
"Yeh",792,"Spain","Male","47",0,0,1,1,1,5557.88,1,4,"DIAMOND",445
"Bischof",627,"Spain","Female","25",4,0,1,1,1,194313.93,0,5,"SILVER",992
"Ashton",767,"France","Female","34",8,0,2,1,0,94767.77,0,1,"GOLD",911
"Napolitani",686,"France","Male","26",7,0,2,1,0,1540.89,0,3,"DIAMOND",414
"Wilson",789,"France","Female","53",1,158271.74,1,1,1,5036.39,1,1,"SILVER",296
"Uren",794,"France","Male","56",9,96951.21,1,1,1,71776.76,0,2,"PLATINUM",694
"Okechukwu",587,"Germany","Male","35",5,121863.61,1,1,1,23481.69,1,2,"DIAMOND",260
"Ku",589,"Germany","Female","19",9,83495.11,1,1,1,143022.31,1,4,"GOLD",747
"Onyemachukwu",543,"Germany","Female","25",1,146566.01,1,0,1,161407.48,0,3,"PLATINUM",706
"Kao",589,"Spain","Female","45",1,0,1,0,0,125939.22,1,4,"SILVER",300
"Russell",701,"Germany","Male","23",5,186101.18,2,1,1,76611.33,0,4,"SILVER",908
"Woronoff",850,"France","Male","40",6,0,1,1,0,136985.08,1,1,"DIAMOND",268
"Ferri",726,"Germany","Female","51",8,107494.86,2,1,0,140937.91,1,2,"PLATINUM",794
"Ruggiero",767,"Spain","Male","47",2,0,1,1,0,48161.18,1,3,"GOLD",580
"Wilding",648,"Spain","Male","36",8,146943.38,2,1,1,130041.45,0,3,"GOLD",780
"Yashina",651,"Spain","Female","36",8,0,2,1,0,91652.43,0,3,"SILVER",823
"Yevseyev",633,"France","Female","36",6,125130.28,1,0,0,125961.48,0,5,"GOLD",465
"Rapuokwu",740,"France","Female","37",9,0,2,1,1,73225.31,0,3,"PLATINUM",658
"Maslov",592,"France","Female","34",9,0,2,1,1,20460.2,0,4,"DIAMOND",813
"Cole",670,"France","Female","41",10,0,3,1,0,81602.02,0,4,"DIAMOND",378
"Sullivan",628,"France","Male","36",3,0,2,1,1,8742.91,0,4,"PLATINUM",276
"Hsiao",745,"France","Male","47",5,0,2,0,0,145789.71,0,1,"PLATINUM",637
"Rossi",705,"France","Male","32",3,0,2,0,0,129576.99,0,2,"DIAMOND",789
"Allsop",559,"France","Female","42",7,0,2,1,1,190040.29,0,3,"DIAMOND",822
"Chamberlain",595,"France","Male","29",6,150685.79,1,1,0,87771.06,0,4,"SILVER",480
"Jackson",492,"France","Male","35",4,141359.37,2,1,0,39519.53,0,3,"PLATINUM",807
"Dumetochukwu",498,"France","Female","29",9,0,1,1,0,190035.83,0,4,"GOLD",505
"Uspensky",655,"France","Female","39",6,94631.26,2,1,1,148948.52,0,5,"PLATINUM",315
"Garcia",636,"France","Female","39",3,118336.14,1,1,0,184691.77,0,3,"GOLD",349
"Soto",634,"France","Female","45",2,0,1,1,1,143458.31,0,3,"DIAMOND",863
"McDonald",793,"Spain","Male","63",0,0,2,0,1,27166.75,0,1,"GOLD",529
"Castles",526,"Germany","Male","50",5,124233.24,1,0,1,159456.87,1,5,"SILVER",577
"Stephenson",768,"France","Female","26",5,51116.26,1,1,1,70454.79,1,4,"PLATINUM",992
"Davidson",540,"Germany","Male","64",1,91869.69,1,0,1,95421,0,5,"SILVER",466
"Tu",732,"France","Female","34",8,122338.43,2,1,0,187985.85,0,1,"PLATINUM",254
"Colbert",617,"France","Female","30",8,0,1,1,1,92621.9,0,3,"GOLD",829
"Owens",637,"Spain","Female","54",5,0,1,0,1,150836.98,0,2,"PLATINUM",259
"Chimezie",573,"France","Male","26",8,86270.93,2,1,1,90177.3,0,5,"GOLD",430
"Genovese",531,"France","Male","44",3,0,2,1,1,34416.79,0,5,"PLATINUM",924
"Daluchi",489,"France","Female","38",5,117289.92,1,0,0,85231.88,0,2,"GOLD",655
"Sheffield",601,"France","Male","35",2,0,2,1,1,118983.18,0,5,"PLATINUM",552
"Bailey",452,"Germany","Male","33",7,153663.27,1,1,0,111868.23,0,4,"SILVER",294
"Dyson",728,"Spain","Female","29",1,0,1,1,1,83056.22,0,2,"PLATINUM",300
"Davide",590,"Germany","Female","27",8,123599.49,2,1,0,1676.92,0,1,"SILVER",971
"Uwaezuoke",490,"France","Male","29",4,0,2,1,0,32089.57,0,4,"SILVER",824
"Hs?",596,"Spain","Female","76",9,134208.25,1,1,1,13455.43,0,5,"DIAMOND",374
"Onwuka",635,"France","Male","29",1,0,1,0,1,24865.54,0,1,"GOLD",798
"Flores",782,"Germany","Male","35",7,98556.89,2,1,0,117644.36,0,2,"DIAMOND",625
"Nicoll",790,"Spain","Female","37",3,0,3,0,0,98897.32,0,3,"PLATINUM",772
"Hughes",587,"France","Male","40",2,0,4,0,1,106174.7,1,2,"PLATINUM",826
"Romano",794,"Spain","Female","46",8,134593.79,1,1,1,46386.37,0,4,"DIAMOND",351
"Norman",515,"France","Male","41",8,0,2,1,1,185054.14,0,5,"DIAMOND",547
"Davison",746,"Spain","Male","24",10,68781.82,1,0,1,47997.39,0,1,"SILVER",282
"Manna",667,"Germany","Female","56",8,137464.04,1,1,0,130846.79,1,3,"PLATINUM",235
"Reed",709,"France","Male","32",4,147307.91,1,0,1,40861.55,0,4,"PLATINUM",556
"Daniels",536,"France","Female","35",8,0,1,1,0,171840.24,1,1,"SILVER",418
"Hunt",711,"France","Female","41",3,145754.91,1,1,1,101455.07,0,3,"PLATINUM",244
"Feng",753,"France","Male","46",8,0,3,1,0,90747.94,1,2,"PLATINUM",497
"Waters",748,"France","Male","44",4,112610.77,1,0,1,2048.55,0,3,"GOLD",315
"Yuan",623,"France","Female","57",7,71481.79,2,1,1,84421.34,0,3,"DIAMOND",847
"Yudin",465,"France","Male","33",5,0,2,0,1,78698.09,0,5,"GOLD",1000
"Calabresi",640,"Spain","Female","34",3,77826.8,1,1,1,168544.85,0,4,"DIAMOND",329
"Onyemauchechukwu",562,"France","Male","75",5,87140.85,1,1,1,39351.64,0,4,"GOLD",389
"Martin",502,"Germany","Female","42",0,132002.7,1,0,1,28204.98,1,3,"SILVER",403
"Hung",536,"France","Male","32",7,178011.5,2,1,0,22375.14,0,4,"GOLD",454
"Maslova",670,"Germany","Female","32",4,102954.68,2,0,1,134942.45,0,5,"SILVER",244
"Zetticci",775,"Germany","Male","51",2,123783.25,1,1,1,134901.57,0,2,"PLATINUM",489
"Pisano",759,"Germany","Male","30",4,101802.67,1,0,0,8693.8,0,3,"GOLD",790
"Sutherland",604,"France","Male","33",3,148659.48,1,0,0,42437.75,0,5,"DIAMOND",376
"Lai",766,"Germany","Female","62",7,142724.48,1,0,1,5893.23,1,2,"GOLD",460
"Watson",554,"Spain","Female","41",4,112152.89,1,0,1,36242.19,0,1,"DIAMOND",897
"Gorbunov",487,"France","Female","53",10,89550.85,1,0,1,90076.85,0,3,"SILVER",575
"Padovano",725,"France","Male","35",7,75915.75,1,1,0,150507.43,0,1,"SILVER",963
"Raynor",732,"Germany","Female","42",2,118889.66,2,0,0,87422.15,0,3,"GOLD",226
"Ting",623,"France","Male","40",5,118788.57,1,1,0,192867.4,0,3,"SILVER",731
"Eberegbulam",781,"France","Female","42",3,156555.54,1,1,1,175674.01,0,3,"DIAMOND",977
"Chin",714,"Germany","Male","53",1,99141.86,1,1,1,72496.05,1,3,"PLATINUM",1000
"Manna",577,"Germany","Female","31",4,61211.18,1,1,1,145250.43,0,2,"GOLD",233
"Chang",731,"Spain","Female","37",1,128932.4,1,1,1,180712.52,0,4,"SILVER",868
"Kent",650,"Spain","Female","23",5,0,1,1,1,180622.43,0,3,"GOLD",918
"Buckley",779,"France","Male","32",10,80728.15,1,1,0,86306.75,0,5,"GOLD",379
"Micco",706,"Spain","Female","46",2,127660.46,2,1,0,150156.82,1,2,"PLATINUM",334
"Avdeev",733,"Spain","Male","44",3,106070.89,1,0,1,101617.43,0,4,"PLATINUM",705
"Bremer",579,"Germany","Female","42",3,137560.38,2,1,1,85424.34,0,2,"PLATINUM",909
"Davidson",476,"Germany","Female","34",8,111905.43,1,0,1,197221.81,1,3,"PLATINUM",832
"Gadsdon",775,"France","Male","40",9,126212.64,1,1,0,70196.57,0,3,"DIAMOND",262
"Connolly",538,"Spain","Male","68",9,0,2,1,0,110440.5,1,3,"SILVER",252
"McDonald",602,"France","Male","38",7,111835.94,2,1,0,124389.61,0,3,"SILVER",855
"Chiawuotu",615,"France","Male","30",8,0,2,0,0,3183.15,0,2,"GOLD",436
"Milne",700,"Germany","Female","28",3,99705.69,2,0,0,146723.72,0,5,"SILVER",435
"Fleming",615,"France","Male","32",1,0,2,0,0,2139.25,0,4,"PLATINUM",883
"Hicks",544,"Germany","Male","44",2,108895.93,1,0,0,69228.2,1,3,"DIAMOND",408
"Logan",573,"Spain","Male","56",3,154669.77,1,0,1,115462.27,1,5,"SILVER",454
"Hammond",555,"Spain","Male","50",7,128061,2,1,1,62375.1,0,4,"GOLD",977
"Weber",692,"France","Female","31",2,0,2,1,0,91829.17,1,4,"SILVER",720
"Lettiere",476,"France","Female","40",4,0,2,0,0,182547.04,0,1,"GOLD",488
"Schnaars",770,"Spain","Male","46",9,190678.02,1,1,1,14725.36,0,5,"PLATINUM",339
"Tao",641,"France","Female","40",7,0,1,1,0,126996.67,0,4,"GOLD",596
"Algarin",705,"France","Female","35",5,0,1,1,0,133991.11,1,3,"PLATINUM",564
"Onyemere",784,"France","Male","38",5,136712.91,1,0,1,169920.92,0,4,"GOLD",707
"Korovina",727,"Spain","Female","52",1,154733.97,1,1,0,80259.67,1,3,"DIAMOND",786
"Chidubem",576,"France","Female","41",4,112609.91,1,0,0,191035.18,1,4,"SILVER",660
"King",646,"Spain","Male","69",10,115462.44,1,1,0,40421.87,0,2,"GOLD",701
"Greco",638,"France","Male","34",5,133501.36,1,0,1,155643.04,0,1,"GOLD",355
"Beneventi",632,"Germany","Male","30",1,58668.02,1,1,1,78670.52,0,1,"GOLD",398
"P'eng",850,"Spain","Male","44",7,89118.26,1,1,0,104240.77,1,1,"PLATINUM",668
"Metcalf",492,"France","Female","28",9,0,2,1,0,95957.09,0,4,"GOLD",980
"Greco",673,"Germany","Female","77",10,76510.52,2,0,1,59595.66,0,4,"GOLD",363
"Lupton",609,"Spain","Male","34",7,140694.78,2,1,0,46266.63,0,3,"DIAMOND",726
"Ibeamaka",701,"Germany","Male","36",7,95448.32,2,1,0,189085.07,0,1,"PLATINUM",692
"Hsiung",651,"France","Male","34",4,91562.99,1,1,1,123954.15,0,5,"DIAMOND",609
"Rueda",508,"France","Male","31",8,72541.48,1,1,0,129803.08,0,5,"GOLD",759
"Li Fonti",616,"Spain","Female","43",3,120867.18,1,1,0,18761.92,1,4,"DIAMOND",386
"Alexeeva",489,"France","Male","34",5,0,1,0,0,43540.59,0,5,"PLATINUM",583
"Madueke",567,"Spain","Female","45",1,157320.51,1,1,0,62193.92,0,4,"PLATINUM",630
"Torres",714,"Spain","Male","27",3,0,3,1,1,129130.09,0,5,"SILVER",742
"Chukwubuikem",678,"Germany","Female","30",1,139676.95,2,0,1,16146,0,1,"SILVER",554
"Holloway",581,"France","Female","55",6,0,1,1,1,22442.13,0,1,"SILVER",913
"Evdokimov",748,"Spain","Male","60",3,0,2,1,1,78194.37,0,1,"DIAMOND",505
"Anayolisa",781,"France","Female","19",3,0,2,1,1,124297.32,0,4,"PLATINUM",581
"Semmens",691,"Spain","Male","21",3,103000.94,1,1,1,104648.58,0,3,"SILVER",346
"Tu",507,"Germany","Male","31",2,134237.07,1,1,1,166423.66,1,3,"PLATINUM",481
"Anderson",724,"Germany","Male","34",6,118235.7,2,0,0,157137.23,0,5,"DIAMOND",618
"Fang",705,"Spain","Female","57",3,0,2,1,1,34134.14,0,4,"PLATINUM",778
"Fanucci",708,"Spain","Female","64",5,0,3,0,1,112520.07,1,2,"PLATINUM",465
"Boyle",580,"Germany","Male","38",9,115442.19,2,1,0,128481.5,1,3,"GOLD",681
"Milanesi",850,"France","Male","38",5,0,2,1,0,16491.64,0,1,"SILVER",829
